Customer_ID,Age,Gender,Income,Location,Customer_Segment,Transaction_ID,Date,Product_Category,Product_ID,Quantity,Unit_Price,Total_Spent,Payment_Method,Discount_Applied,Loyalty_Points_Used,Previous_Purchases,Average_Spending,Last_Purchase_Days_Ago,Browsing_Time_Before_Purchase,Preferred_Shopping_Time,Customer_Satisfaction_Rating
9a66bec2-57cf-4fb1-9fe6-79bae4fb4612,56,Female,114415,City,High,d66461e5-ec3e-45c2-9975-2730e05b2613,11/29/2023 10:04:00,Electronics,b7518b38-599c-413a-9923-21885c4bc0e9,3,84.96,254.88,Cash,No,486,25,484.11,288,32,Afternoon,2
ef0d40d1-8e2d-4c64-b807-c982ce8865ac,69,Male,160508,City,Medium,c5c0316b-d2e3-432c-8b1c-52c87a1d2832,10/10/2023 22:46:00,Books,1844a7ef-2850-452a-9ed2-306da39d21aa,3,35.39,106.17,Debit Card,No,424,33,271.49,231,30,Night,5
9de2b87c-6554-4050-9456-9f56a923149d,46,Female,37669,City,Low,38c8ca15-c1f3-44c1-9cd3-05a3982480fa,06/04/2024 11:21:00,Electronics,802c129e-e415-417c-8d8f-42b7bf886d64,1,409.48,409.48,Credit Card,No,29,49,892.61,324,6,Morning,5
4095a429-b32a-4eba-ba3d-3fa22591c0a0,,Male,147385,City,High,38d1ff0c-1248-498b-bdf9-55fbbe999ed4,08/16/2024 06:17:00,Toys,a554bdff-2997-433c-950a-13e3724a41ad,3,111.83,335.49,Cash,No,420,46,130.79,351,17,Night,5
18a218aa-3d30-4cf1-bc4a-890dcbb446d9,60,Female,92010,Suburb,Low,7f83bfe5-27e0-4d30-b426-dbe642d5c7a1,01/03/2024 18:36:00,Books,3855d80e-848e-44c7-b7fe-a222752b5e7d,2,273.55,547.1,Credit Card,No,464,44,37.73,157,37,Morning,5
bab50ab5-a4a4-465c-871c-b57982f77ef0,25,,152915,City,Low,35ffc2a2-def1-4313-beb3-85383f4b9b1b,05/31/2023 02:09:00,Toys,267362c8-974d-41e5-a804-76a0f64b75e3,4,245.18,980.72,Credit Card,No,2,2,161.03,95,15,Morning,1
affb9ba3-c354-49d6-9818-0514e126c339,38,Male,70812,City,Low,5b0058c6-480d-40fc-b57b-ec18963f7f30,10/12/2024 21:17:00,Furniture,8e9713fa-f0c2-4c6d-9f42-821379651d87,1,460.92,460.92,Cash,Yes,8,3,180.37,230,7,Evening,1
c64bfe74-e749-4914-8ddd-2ade31f18a35,56,Male,36059,Suburb,Medium,de7e96f1-caff-4d30-b9b5-64664c2a69c9,01/14/2025 00:26:00,Groceries,7cd839a0-e691-4a74-be92-227bb29b68a6,2,278.46,556.92,Digital Wallet,No,7,28,547.28,323,14,Afternoon,4
c2a17c06-ef82-4c56-9c93-6c7c3743695d,36,Male,106269,City,High,73cc4cf0-d9cd-4109-ad3a-5c607fdd4547,11/15/2024 21:54:00,Toys,aa09a1fe-61bb-4ab0-991a-071c380e09d2,2,292.11,584.22,Debit Card,No,8,37,632.37,277,20,Afternoon,1
82567230-b8d1-4e3c-b5dd-eb85dc2cd2c5,40,Male,191840,Suburb,Low,83ee5063-9a64-407c-9b6f-8fa1108f6d84,04/28/2024 14:01:00,Toys,50750ca6-a403-4dea-955f-331296590f5a,4,163.15,652.6,Cash,Yes,375,35,459.64,314,30,Night,4
071dfe1a-69f2-4dfb-91d8-6110fe07e990,28,Female,45395,Suburb,Low,3bd19298-46f3-424e-87fd-551809fd8c8d,05/29/2023 17:04:00,Electronics,3a14fcda-c111-4758-93b6-6af6f12d9c91,3,479.55,1438.65,Cash,No,400,14,220.09,263,18,Night,4
544c2e5b-8c25-4cb8-8d6d-1249f9b66667,28,Female,40202,City,Medium,502216fb-eb19-4a6e-9eda-b4ec3582f3de,01/18/2025 13:46:00,Groceries,f6179cf5-a8e4-4382-bce0-2927ac7bbe93,2,308.13,616.26,Digital Wallet,Yes,151,24,149.55,36,57,Morning,3
326d41ed-3e09-428a-a90c-811593de922f,41,Male,164345,City,High,355e33b9-3645-46a9-b639-8f8618f3cbc6,12/11/2024 14:58:00,Furniture,897deb4c-9c48-4705-a02e-4ee7666f85e2,4,7.47,29.88,Debit Card,No,455,37,502.31,98,22,Morning,1
4c13d383-8e0b-43b3-a663-ce28477bc28c,53,Male,199961,Rural,Low,2bbe1a0c-127c-4686-8465-9d233a3db8de,07/11/2024 12:08:00,Toys,9477dd97-254e-4528-8f03-b9977140845a,4,280.26,1121.04,Cash,No,141,3,574.17,228,25,Night,5
ff837f89-f6e9-4016-a503-2772dd52bd8a,57,Male,123235,City,High,03dc4ee1-f8e8-4b93-846b-791b4c5dff2d,12/25/2024 08:16:00,Toys,8186bf02-141d-444c-95a7-b793b0a53b86,3,185.11,555.33,Credit Card,No,437,23,317.88,311,24,Night,2
7425499f-51a0-4bec-80af-7c35d996d0c4,41,Female,65510,Suburb,Low,886f9797-b33e-4815-9c59-78c68e6ac502,02/09/2025 16:31:00,Toys,ad5010fe-e1f9-4235-a704-1b230d5d72a0,4,20.9,83.6,Debit Card,No,335,34,236.03,188,31,Night,4
7ed093b3-10f1-4f47-99bc-a8495ebe579a,20,Male,107945,City,Medium,3b61d557-5f51-4479-a2db-86cab9e37070,09/12/2024 00:10:00,Electronics,5942c664-fd5a-482f-adee-1d07acab697c,4,218.62,874.48,Digital Wallet,No,273,9,98.98,85,49,Morning,2
2704b244-84db-4d46-977b-376761885eab,39,Female,90649,City,Medium,b84c3878-9531-4f73-8051-3b6183fd1a2c,09/29/2023 23:05:00,Toys,5c5b67ca-cbf0-420f-9d83-45bb4df31b59,4,387.92,1551.68,Cash,Yes,496,18,45.72,64,18,Night,5
83e3ec44-248b-4ccb-bd76-187eac32f4e6,19,Female,126723,City,Low,a018dd2e-a4e3-4d36-bb47-bac8164d7c8e,02/02/2025 01:48:00,Toys,3cc0f307-4ebf-44d6-83e5-213e5ecdde32,4,254.38,1017.52,Credit Card,No,471,2,123.62,102,34,Morning,4
880e708c-3dc0-4057-bb82-f0022d9e991e,41,Female,22881,City,Medium,65119c88-6fbd-4bd7-a169-1535beb3a0d7,10/26/2024 23:02:00,Electronics,a15e30b1-fe40-41c9-9303-801e97572c0e,4,321.53,1286.12,Debit Card,Yes,422,22,747.24,111,18,Afternoon,4
b5868cc5-b0c1-4f37-8e6f-7841050ebb1f,61,Male,65913,City,High,24229744-9363-461f-a130-0135fe1b3be0,07/28/2024 07:22:00,Toys,73445da0-0f42-4d53-8b22-443178c3d92f,4,321.67,1286.68,Cash,Yes,371,35,357.14,352,14,Afternoon,1
5e9bd572-13d6-42db-b85e-d622ec70cbf6,47,Female,131860,Suburb,Low,1153787a-bca6-4553-b64a-619628112cf2,08/01/2024 00:40:00,Groceries,721994b4-9511-4258-a7f7-b7184936e102,2,337.15,674.3,Debit Card,Yes,430,31,46.87,67,4,Morning,3
1353ba3e-81c5-4527-9eb6-56aa035ec4fa,55,Male,104785,Rural,Low,c36cccc0-709b-4817-bc8d-1281d153b2c3,04/06/2023 01:14:00,Groceries,50e0233a-f8cb-494e-8e4f-bebac67f5641,1,196.86,196.86,Credit Card,Yes,26,26,518,136,7,Morning,2
459d801f-d48b-4cd8-b827-f890a80cd7e1,19,Male,82457,Suburb,Low,a86f26df-f9d8-4d3c-9590-5d8677ee79b6,06/17/2024 07:26:00,Electronics,b1710976-70b8-4a84-ae6f-6710a948f396,3,188.15,564.45,Credit Card,No,347,14,545.35,135,7,Morning,5
0d842aaf-8f30-41b2-9693-c368d446121e,38,Female,186415,City,Low,8dd05b41-dd3f-413f-886e-17dce13c541d,11/21/2023 23:31:00,Groceries,9e32527a-338b-4a0d-9ad1-a8575a882182,1,7.27,7.27,Debit Card,No,70,45,440.12,313,1,Morning,3
fd2d7777-75e2-4dca-8713-bf17ee9cf75a,50,Female,159728,Suburb,Medium,5452cb55-6878-41ff-af73-fe028dceada7,05/05/2024 13:43:00,Books,3471e9fc-2419-4041-965e-ffb2b7a5bd29,3,81.34,244.02,Credit Card,Yes,481,48,128.47,213,40,Evening,3
fa6745eb-53a8-4090-b8cf-84364e05b344,29,Male,25741,Suburb,Low,da109e1c-32b4-4e98-80bd-755e7699afa4,03/31/2024 12:30:00,Books,8d23e49a-c5bf-4ccd-ad7f-1c42ae5fef14,1,475.65,475.65,Credit Card,Yes,218,28,759.87,361,52,Afternoon,1
b4037753-a56a-4d7f-ba19-a2884c258289,39,,167733,Rural,Medium,b0c5e408-aa2e-43e9-9526-c9642411ad63,06/18/2024 18:47:00,Books,4cbd600d-9c2d-44c5-b16b-fa7d5d05a104,3,422,1266,Debit Card,Yes,289,11,695.3,240,24,Afternoon,4
7b991855-ffba-4992-8326-e85441a3bba8,61,Male,117091,City,Low,d97793af-f262-4d42-be4c-ba4cb9d0818d,05/20/2023 15:13:00,Furniture,604654c2-fc2c-459e-882e-3bce861fa6c1,4,141.18,564.72,Debit Card,No,255,32,406.83,309,32,Evening,5
6d1d0d21-2375-49a3-a6e4-253e62c0b7c2,42,Male,48690,Suburb,High,654831de-6710-4dfa-9418-0d6e5e32070d,10/19/2023 07:18:00,Toys,50d9b209-2d21-4239-b256-328263081f4a,1,203.59,203.59,Digital Wallet,No,102,21,393.2,84,10,Night,3
b5bf0c0e-9051-42af-afb6-d8249fc379ff,66,Male,52833,City,Low,55735212-f1da-40f6-bf51-d34b7ea1ea49,05/06/2023 02:23:00,Furniture,0e8146a2-aff2-4f96-baec-8c90c5b45253,1,470.26,470.26,Cash,No,146,23,172.82,47,9,Morning,3
b838daa3-8abf-4802-b6f7-f83de8493403,44,Male,122566,City,Low,972f2dc7-c089-496a-9850-3e3f46232382,01/28/2025 00:40:00,Groceries,b8498859-2356-4a1b-99ee-3f2919084752,3,128.97,386.91,Digital Wallet,Yes,389,24,758.48,360,39,Morning,2
58bfa92e-2e18-4c81-88af-c201d502ff96,59,Male,91240,Rural,Low,77734267-dbf2-4f72-9de8-9dcf607a7861,10/06/2023 12:37:00,Electronics,99a24f99-e74f-4fb2-9bb9-4092401eb176,3,268.6,805.8,Digital Wallet,No,157,12,607.58,155,3,Night,5
164205e2-c849-4786-86b9-4f69783040f9,45,Female,126898,City,High,16bdb9ec-dd20-44cc-bf61-7c7a1bb39b43,06/20/2023 09:57:00,Books,d0d4601d-18af-484f-a94e-b3542144600f,2,15.93,31.86,Digital Wallet,Yes,347,3,104.08,100,44,Afternoon,5
034848fc-d7a5-4f06-9d3d-e5885dbf3db3,33,Female,97711,City,Low,e329b40b-e6f0-487e-93c5-00fb13e03c94,01/17/2025 09:24:00,Electronics,6060bdc6-bc8c-48f0-8adc-4fe910dad514,4,311.77,1247.08,Digital Wallet,No,139,6,390.5,80,35,Evening,3
80601c00-54cb-4c6c-acf7-afd1aafc670b,,Female,59023,Suburb,Low,45df14d7-5125-44bc-b98d-6b0408b6c4c6,06/18/2023 09:44:00,Furniture,a7150318-3a04-422a-8327-98cb65f3ea47,4,465.39,1861.56,Cash,Yes,142,48,905.49,127,5,Morning,4
3d2e3db3-47bb-4df0-a6f1-3f8e954d154b,64,Male,60209,City,High,a5978bf5-43a2-44fa-84f9-77f1ada43fcc,08/07/2023 18:22:00,Groceries,74c9ebf4-dfe1-49ef-98a5-918310675ab3,2,442.95,885.9,Debit Card,No,108,12,463.33,158,7,Afternoon,5
3e277931-c79b-4101-8b6a-b6c6606b3bfa,68,Female,113590,Suburb,High,3c0a297d-7eb1-41e3-8a32-524e6cc0af3e,08/01/2023 09:00:00,Toys,68538e62-0d4c-4c73-9313-5d6d131cdd67,3,253.47,760.41,Credit Card,Yes,422,20,338.43,236,12,Afternoon,5
5850fa30-ff27-418f-b1c0-50881b444ae0,61,Female,106612,Suburb,High,7e29c72e-0447-4b62-8697-a82f0115619e,03/30/2024 23:11:00,Groceries,4f7f8296-ee06-4c0f-892c-0f2350b9eafe,4,326.57,1306.28,Credit Card,No,358,6,650.91,58,23,Afternoon,2
6c5a0ccb-ed7b-4ddb-b933-6aa29d01525f,69,Female,100522,City,Low,304407b1-65ea-443b-945a-26d9283ae66e,10/04/2023 17:18:00,Books,13ea1708-7989-400a-b5c3-e4e7d3c2013f,3,287.05,861.15,Debit Card,Yes,319,20,218.91,236,25,Evening,2
b7247202-fc84-4a6c-ba07-e466fc1c6a4a,20,Female,131654,City,Low,b168c1ff-2182-4732-9b10-0dd33bf605a5,01/28/2025 15:23:00,Groceries,84b4ff5e-e62b-4f92-b3b5-22659c0d00f7,4,38.15,152.6,Debit Card,No,63,14,533.33,337,17,Evening,2
e78a0ae0-0356-4ed1-a198-efae2d5ed559,54,Female,165512,Suburb,Medium,4aa918f6-519e-43b4-a66b-06e1bffc051f,07/03/2024 05:57:00,Electronics,94840195-df55-40e8-8ccf-f5aaeccaf412,1,83.57,83.57,Debit Card,Yes,270,41,676.13,288,14,Evening,4
f564cfd9-c49d-465b-bf8c-5966a09cf717,68,Female,139107,City,Low,bc28410e-af35-415f-8175-78513dfafd1a,09/15/2024 16:27:00,Clothing,09d6ac85-335c-4d18-a9ff-a87cd786b998,1,482.09,482.09,Credit Card,No,185,49,857.78,308,35,Evening,4
6785d9aa-b3a9-4a6d-b7ca-a493c1755c4a,24,Male,159032,Rural,Low,ec7be5d5-66fa-4c17-bd17-2e5fa638f3df,09/21/2023 21:49:00,Books,59fd0d93-955d-481c-bf08-2d571e9dd32e,4,131.7,526.8,Digital Wallet,Yes,355,44,698.65,94,1,Evening,5
fedf9d0f-c34a-4f15-83bf-a9a5aa6771ac,38,Female,42462,Suburb,Low,fafb587c-f79a-4884-a17a-0021c417c69c,11/16/2024 10:04:00,Toys,6322e1d2-48ca-432f-be2b-996242e94b71,4,195.3,781.2,Digital Wallet,No,322,1,396.72,121,22,Evening,4
a009c44f-5b55-48ed-bd4a-b4978b408c8f,26,Female,37821,City,High,618bac93-bbc4-4809-b234-1d707d80223c,01/24/2024 23:26:00,Books,c252b73d-8689-48e5-bcd9-998ac7ec4adc,4,256.93,1027.72,Digital Wallet,Yes,0,20,772.44,346,28,Night,2
b34d59f5-97b5-481a-801b-f602bf3c4bdd,56,Female,178330,City,Low,ffb9553f-28ab-4e9b-8ff6-98afd5076cc9,09/13/2024 10:11:00,Books,b873ef77-7606-4abe-8a07-2dceb1d8baf1,2,489.67,979.34,Cash,No,6,22,900.43,120,58,Afternoon,4
6c46f228-4b74-4eb9-9af2-673c21e78bb6,35,Female,112889,Rural,Medium,e2168a41-f743-4fe1-8a8d-f420c0c13de4,03/11/2025 15:52:00,Toys,abf34455-e8bf-448a-821e-acddf6f60eac,4,346.55,1386.2,Digital Wallet,No,392,40,488.21,35,23,Afternoon,5
19c814ff-d903-4e94-aa9d-d567b05e4ea5,21,Male,108952,City,Low,09124894-933b-4620-aac2-de098fab90d8,08/31/2024 17:51:00,Books,73808b42-1c45-49c7-b578-7c8ad1261650,2,316.65,633.3,Cash,No,0,31,24.41,212,18,Night,3
